Living Type,House,Diet,How Often Water,Heating Energy Source,Transport,Buying Activity,Frequency Traveling Air,Waste Bag Weekly Count,Energy Efficiency,Recycling,Cooking With,Total,Vehicle Monthly Distance
no,small,pescatarian,7,gas,bikewalk,10,5,5,No,['Paper'],"['Oven', 'Microwave']",48,88
yes,small,vegetarian,3,gas,gasoline,5,5,6,Yes,['Plastic'],"['Grill', 'Airfryer']",75,3266
no,large,omnivore,7,gas,gasoline,5,5,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",98,5688
yes,small,omnivore,7,electricity,gasoline,5,10,6,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",100,5978
no,large,vegetarian,7,gas,bikewalk,10,5,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",54,87
no,large,vegan,3,gas,bikewalk,10,5,1,No,['Paper'],"['Grill', 'Airfryer']",19,71
yes,large,omnivore,7,gas,bikewalk,10,10,7,No,['Glass'],"['Stove', 'Microwave']",80,1
no,small,vegetarian,7,gas,bikewalk,5,10,6,No,"['Paper', 'Plastic']",['Microwave'],58,26
no,large,pescatarian,7,electricity,public,5,5,7,Yes,"['Paper', 'Plastic']",['Microwave'],36,1444
no,small,vegan,7,coal,bikewalk,10,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",60,27
no,large,vegan,7,electricity,gasoline,5,10,7,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",122,8553
no,small,omnivore,7,gas,gasoline,10,5,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",58,6710
yes,small,vegetarian,7,gas,gasoline,10,10,5,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",110,4423
no,small,vegan,7,gas,gasoline,10,5,7,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",110,384
no,large,omnivore,3,gas,public,10,5,7,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],47,1341
no,small,pescatarian,7,gas,public,10,10,7,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",68,1253
yes,large,vegetarian,7,electricity,public,10,5,6,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",42,1695
no,small,vegan,7,electricity,bikewalk,10,10,7,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",38,71
yes,large,omnivore,7,gas,bikewalk,10,5,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",-2,7
yes,large,vegetarian,7,gas,bikewalk,10,10,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",48,71
no,small,vegan,3,gas,bikewalk,10,10,3,Yes,['Paper'],['Stove'],33,56
yes,large,vegan,7,electricity,public,10,5,6,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",44,213
yes,small,omnivore,3,electricity,public,5,10,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",35,1434
no,small,vegan,7,gas,gasoline,5,5,2,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",46,4294
yes,large,vegetarian,7,gas,bikewalk,5,10,5,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",52,43
no,small,vegetarian,7,coal,public,10,5,5,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",56,1493
no,small,omnivore,7,electricity,bikewalk,10,10,4,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",20,98
yes,large,vegetarian,7,electricity,bikewalk,10,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",8,78
yes,large,pescatarian,7,gas,gasoline,10,5,4,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",64,4911
no,large,vegan,7,gas,bikewalk,10,5,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",48,14
yes,large,omnivore,7,electricity,gasoline,10,10,6,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",100,8159
no,small,omnivore,7,coal,public,10,10,7,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",86,1878
yes,small,pescatarian,7,electricity,public,5,5,3,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",8,802
yes,small,vegetarian,7,electricity,bikewalk,10,10,7,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",40,94
no,large,vegan,7,gas,gasoline,10,5,3,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",70,7273
no,small,vegetarian,7,coal,gasoline,10,10,4,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",96,7606
yes,small,omnivore,7,electricity,gasoline,10,5,5,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",84,1718
yes,small,vegan,7,gas,gasoline,10,10,5,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",114,4943
no,small,vegetarian,7,electricity,bikewalk,10,5,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",14,28
yes,small,omnivore,7,electricity,bikewalk,10,5,5,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",24,90
no,large,vegan,7,gas,public,5,5,1,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",22,1035
yes,small,vegan,7,coal,public,10,5,4,No,['Paper'],"['Stove', 'Oven', 'Microwave']",58,293
yes,small,pescatarian,3,gas,gasoline,5,10,1,Yes,['Plastic'],"['Stove', 'Microwave']",73,995
yes,large,omnivore,3,coal,bikewalk,10,5,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",-7,37
no,large,omnivore,7,coal,public,5,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",88,1725
no,large,pescatarian,3,gas,gasoline,10,5,6,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],85,235
no,small,omnivore,7,gas,public,10,10,7,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",76,1610
yes,large,vegan,3,coal,public,10,10,3,Yes,['Glass'],['Oven'],53,1886
no,small,omnivore,3,gas,public,10,5,1,Yes,"['Plastic', 'Glass']",['Oven'],15,109
no,large,pescatarian,7,gas,bikewalk,10,10,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",44,43
yes,small,omnivore,7,gas,bikewalk,10,10,1,Yes,"['Paper', 'Glass']",['Oven'],14,58
no,small,omnivore,3,gas,bikewalk,5,5,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",17,30
yes,large,omnivore,7,gas,public,10,10,1,No,"['Paper', 'Plastic']",['Oven'],60,1726
yes,large,pescatarian,7,coal,public,10,10,3,No,"['Paper', 'Metal']",['Microwave'],74,841
no,large,pescatarian,7,gas,bikewalk,10,5,7,No,"['Paper', 'Plastic']",['Oven'],54,7
yes,small,vegan,7,electricity,bikewalk,10,5,5,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",14,17
yes,large,vegetarian,7,gas,public,10,10,7,Yes,"['Plastic', 'Metal']",['Oven'],66,990
no,large,omnivore,7,electricity,public,5,5,2,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",42,1155
yes,small,omnivore,7,electricity,bikewalk,10,10,2,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",16,16
no,large,vegan,7,gas,public,5,10,5,Yes,"['Paper', 'Plastic']",['Microwave'],62,886
no,large,vegan,7,coal,bikewalk,10,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",62,44
yes,small,vegan,7,gas,bikewalk,10,10,5,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",48,99
yes,small,vegetarian,3,gas,bikewalk,10,10,6,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",41,20
yes,small,pescatarian,7,gas,bikewalk,10,5,4,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",12,67
no,large,pescatarian,7,gas,public,10,10,6,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",74,1054
yes,small,omnivore,7,coal,gasoline,5,10,6,Yes,"['Paper', 'Metal']",['Stove'],120,2299
yes,small,pescatarian,3,coal,public,10,10,1,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",33,69
no,small,pescatarian,7,electricity,public,10,10,4,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",38,1611
no,small,pescatarian,7,electricity,public,5,5,6,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],40,1787
yes,large,vegetarian,7,electricity,gasoline,5,10,5,No,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",112,1958
no,large,pescatarian,7,gas,bikewalk,10,10,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",26,96
yes,large,vegetarian,3,electricity,gasoline,10,5,1,Yes,[‘Paper'],['Oven'],45,2763
yes,small,vegetarian,7,gas,public,10,10,4,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],46,209
no,small,omnivore,7,gas,gasoline,10,10,5,Yes,"['Glass', 'Metal']",['Oven'],110,2826
no,small,omnivore,7,electricity,public,10,5,2,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",16,1227
no,small,vegan,7,gas,bikewalk,10,10,2,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",10,12
yes,small,vegan,3,gas,gasoline,5,10,6,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",103,729
no,large,pescatarian,7,coal,public,10,5,5,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",70,1224
yes,small,vegan,7,electricity,bikewalk,10,10,6,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",28,43
yes,small,omnivore,7,electricity,public,5,5,3,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",12,1537
yes,small,pescatarian,7,gas,gasoline,10,10,1,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",86,4617
yes,large,omnivore,7,coal,public,10,10,4,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",80,976
yes,small,omnivore,7,coal,public,10,10,6,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],86,629
yes,large,vegan,3,electricity,bikewalk,10,5,2,Yes,['Paper'],['Microwave'],-21,70
yes,large,vegan,7,electricity,bikewalk,10,5,3,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",0,84
yes,large,pescatarian,7,gas,gasoline,5,10,5,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",100,8574
no,small,vegan,3,gas,bikewalk,5,10,5,Yes,['Metal'],"['Stove', 'Microwave']",45,54
yes,small,vegetarian,7,gas,bikewalk,10,5,4,Yes,['Metal'],['Stove'],14,21
no,large,vegetarian,7,coal,gasoline,10,5,4,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",98,8184
no,small,omnivore,7,gas,public,10,10,2,Yes,"['Paper', 'Plastic']",['Microwave'],36,1678
yes,large,omnivore,7,electricity,public,10,10,5,Yes,"['Paper', 'Plastic']",['Stove'],70,1420
no,small,pescatarian,3,gas,gasoline,10,10,7,No,"['Glass', 'Metal']",['Oven'],123,2827
no,small,vegan,3,gas,gasoline,10,10,1,No,['Paper'],['Stove'],103,1930
no,large,vegan,7,gas,bikewalk,5,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",38,9
yes,large,pescatarian,3,gas,bikewalk,10,5,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],-19,47
yes,large,pescatarian,3,coal,bikewalk,5,10,4,Yes,"['Plastic', 'Glass']",['Stove'],39,76
yes,large,omnivore,3,gas,public,10,10,2,No,"['Paper', 'Glass', 'Metal']",['Microwave'],47,1541
yes,large,vegan,7,electricity,bikewalk,10,10,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",6,17
no,small,vegan,7,coal,public,5,10,3,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],42,1270
no,small,omnivore,3,gas,public,10,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],37,457
no,small,pescatarian,7,electricity,bikewalk,5,10,6,No,['Paper'],['Oven'],58,25
no,large,pescatarian,3,gas,public,5,10,4,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",55,243
no,large,omnivore,7,gas,bikewalk,10,10,2,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",36,47
no,small,vegan,7,electricity,public,5,10,3,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",42,1482
no,large,omnivore,7,electricity,gasoline,10,5,2,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",78,5853
yes,large,omnivore,3,electricity,gasoline,5,10,5,Yes,['Glass'],['Stove'],105,9684
yes,large,omnivore,7,coal,public,5,5,7,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",56,1115
yes,small,vegan,3,gas,gasoline,10,10,2,Yes,['Paper'],"['Stove', 'Microwave']",73,5859
yes,small,pescatarian,3,gas,gasoline,5,10,7,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",99,4832
yes,small,pescatarian,7,gas,public,5,5,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],30,239
yes,small,vegetarian,7,electricity,gasoline,10,5,5,Yes,['Plastic'],"['Oven', 'Microwave']",70,2130
no,small,pescatarian,7,electricity,gasoline,5,5,5,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",84,1306
no,large,omnivore,7,gas,public,10,10,5,Yes,['Paper'],['Oven'],80,1644
no,small,pescatarian,7,gas,bikewalk,5,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",36,89
no,small,omnivore,7,gas,gasoline,5,10,2,No,['Plastic'],['Oven'],100,7671
yes,small,vegetarian,7,gas,bikewalk,5,5,6,Yes,['Plastic'],"['Oven', 'Microwave']",16,38
yes,small,omnivore,7,coal,gasoline,10,10,4,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",104,922
yes,large,vegetarian,3,electricity,public,5,5,5,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",23,176
no,small,vegetarian,7,gas,public,5,10,4,No,"['Plastic', 'Glass']","['Oven', 'Microwave']",58,1692
no,small,vegan,3,gas,gasoline,10,10,4,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",113,9787
no,large,vegan,7,gas,gasoline,10,10,2,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",76,7324
yes,large,vegetarian,3,gas,public,5,5,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']",53,1103
no,small,omnivore,7,electricity,bikewalk,10,10,4,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",20,98
yes,large,omnivore,7,electricity,public,5,5,1,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",36,428
yes,small,vegetarian,7,gas,public,10,10,7,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",90,891
no,large,pescatarian,7,gas,gasoline,10,5,2,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],56,6486
yes,small,vegetarian,7,electricity,public,10,10,2,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",34,1556
yes,small,vegan,3,gas,bikewalk,5,5,4,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",23,97
no,large,vegan,7,coal,gasoline,10,10,4,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",122,1504
no,large,pescatarian,7,coal,public,10,5,4,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",40,142
yes,small,vegan,3,electricity,gasoline,10,5,3,Yes,"['Paper', 'Metal']",['Microwave'],39,9541
no,large,vegetarian,7,coal,gasoline,10,5,1,Yes,['Paper'],"['Stove', 'Microwave']",82,9719
yes,small,vegetarian,3,coal,public,10,10,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",67,1402
yes,small,vegan,3,electricity,bikewalk,10,10,1,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",9,39
no,small,pescatarian,7,gas,bikewalk,10,10,1,No,['Plastic'],['Oven'],42,9
yes,large,omnivore,7,electricity,public,5,10,5,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",66,1886
yes,small,vegan,7,gas,public,10,10,3,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",48,1575
yes,large,pescatarian,7,electricity,gasoline,10,5,7,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",78,5067
yes,small,pescatarian,7,gas,gasoline,10,5,5,No,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",108,2614
yes,small,omnivore,3,coal,public,5,10,6,Yes,[‘Paper'],['Oven'],69,109
no,small,pescatarian,7,gas,bikewalk,10,10,7,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],44,21
yes,large,vegetarian,7,electricity,public,10,10,2,Yes,"['Paper', 'Metal']",['Oven'],26,492
yes,large,vegan,3,coal,public,5,10,6,Yes,['Glass'],['Oven'],69,358
yes,large,vegan,7,coal,bikewalk,10,5,5,No,['Metal'],"['Oven', 'Microwave']",54,10
no,small,vegan,7,gas,public,5,10,7,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",64,1312
yes,large,omnivore,7,gas,bikewalk,10,10,6,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",72,43
no,small,omnivore,7,gas,public,10,10,3,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",80,961
no,large,omnivore,3,gas,gasoline,10,10,3,No,['Paper'],"['Stove', 'Oven']",125,3981
yes,small,vegan,7,gas,public,5,10,3,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",44,527
no,small,pescatarian,7,gas,bikewalk,5,10,4,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",50,53
yes,large,vegan,3,gas,bikewalk,10,5,6,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",25,63
no,small,pescatarian,7,gas,public,5,10,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",36,259
yes,small,pescatarian,7,gas,gasoline,10,5,1,Yes,"['Paper', 'Glass']",['Oven'],52,9252
yes,large,vegan,3,gas,bikewalk,10,10,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",37,92
no,large,pescatarian,7,coal,gasoline,10,5,6,No,['Paper'],"['Stove', 'Oven', 'Microwave']",134,9954
no,small,vegetarian,3,electricity,public,10,5,6,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",27,1552
yes,small,vegan,7,gas,gasoline,5,5,7,Yes,['Paper'],['Microwave'],74,9794
yes,large,omnivore,7,gas,gasoline,10,10,5,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",136,4105
yes,large,vegetarian,7,electricity,bikewalk,10,5,4,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",8,44
no,small,vegan,7,gas,gasoline,10,10,2,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",94,8507
no,large,vegan,7,gas,bikewalk,5,10,1,No,['Paper'],"['Oven', 'Microwave']",36,92
no,small,omnivore,3,coal,gasoline,10,5,5,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],91,3171
no,large,pescatarian,3,gas,gasoline,5,10,3,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",111,7175
yes,small,vegan,7,coal,public,10,10,2,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",44,1341
no,large,pescatarian,3,coal,bikewalk,10,5,2,Yes,['Metal'],['Stove'],23,72
no,large,omnivore,7,electricity,bikewalk,5,10,5,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",48,86
no,large,pescatarian,3,gas,bikewalk,5,5,3,No,['Glass'],"['Stove', 'Oven']",39,14
no,small,omnivore,7,coal,public,10,5,4,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",46,1624
no,small,vegetarian,3,electricity,gasoline,5,5,3,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",43,8625
no,small,vegan,3,coal,public,5,5,1,Yes,['Plastic'],['Oven'],19,1631
yes,small,pescatarian,3,gas,public,5,5,5,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",39,1973
no,small,vegetarian,7,electricity,gasoline,5,10,7,No,['Glass'],"['Stove', 'Oven']",126,8367
yes,large,omnivore,3,electricity,public,10,5,1,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",7,1553
no,large,vegan,3,coal,public,10,10,1,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",61,377
no,large,pescatarian,3,coal,public,10,10,4,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",73,1664
no,large,vegetarian,7,coal,bikewalk,10,5,7,No,"['Paper', 'Metal']","['Stove', 'Microwave']",68,38
no,small,vegan,7,gas,public,10,5,6,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",54,1631
no,small,vegan,7,gas,gasoline,10,5,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",96,6363
no,small,pescatarian,7,gas,gasoline,10,10,5,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",134,485
yes,large,vegan,7,gas,public,10,5,3,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",46,1527
yes,large,vegan,7,gas,public,5,5,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",16,766
yes,large,pescatarian,7,gas,public,10,10,4,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",58,1385
yes,large,pescatarian,7,electricity,public,5,5,6,Yes,"['Plastic', 'Metal']",['Stove'],44,1002
yes,large,pescatarian,3,gas,bikewalk,10,10,5,Yes,['Plastic'],"['Grill', 'Airfryer']",47,88
no,small,omnivore,7,electricity,public,5,10,6,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",56,1034
no,small,vegetarian,3,electricity,public,5,5,4,Yes,['Paper'],['Oven'],11,1879
no,small,pescatarian,7,gas,bikewalk,5,5,5,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",34,0
no,small,vegetarian,7,gas,bikewalk,10,10,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",18,68
yes,large,pescatarian,7,gas,bikewalk,10,5,1,No,"['Glass', 'Metal']","['Stove', 'Oven']",28,69
yes,small,vegan,7,gas,gasoline,10,10,5,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",108,2321
yes,large,omnivore,7,coal,public,5,5,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",44,1952
no,small,pescatarian,7,electricity,bikewalk,10,5,4,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4,24
yes,small,vegan,7,electricity,bikewalk,5,10,6,Yes,"['Plastic', 'Metal']",['Microwave'],20,76
no,small,vegan,7,gas,gasoline,5,5,2,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",72,3653
yes,large,vegan,7,electricity,gasoline,5,5,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",78,7745
yes,small,vegetarian,7,electricity,gasoline,10,10,1,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",80,1726
yes,small,vegan,7,gas,bikewalk,10,10,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",10,29
yes,small,omnivore,7,electricity,gasoline,10,10,2,Yes,"['Paper', 'Glass']",['Oven'],64,8360
yes,large,vegan,7,gas,bikewalk,10,10,2,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],10,72
yes,large,omnivore,7,gas,gasoline,10,10,5,No,['Paper'],"['Stove', 'Grill', 'Airfryer']",144,2202
yes,small,omnivore,3,gas,public,5,5,4,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",21,1960
yes,small,pescatarian,7,coal,public,10,10,1,Yes,['Metal'],"['Stove', 'Oven']",56,1595
yes,large,pescatarian,7,gas,bikewalk,10,5,3,No,['Glass'],"['Stove', 'Oven']",42,84
yes,small,pescatarian,3,electricity,gasoline,10,5,4,Yes,['Plastic'],"['Stove', 'Microwave']",57,4420
yes,large,omnivore,7,gas,gasoline,10,10,4,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",86,6094
no,large,vegan,7,gas,gasoline,5,10,5,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",122,6713
no,large,vegan,3,coal,gasoline,5,5,6,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",117,2027
yes,large,omnivore,7,electricity,gasoline,10,10,1,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",96,7319
no,small,vegetarian,3,gas,public,10,10,4,No,['Paper'],"['Stove', 'Oven']",75,1317
yes,small,vegetarian,7,gas,bikewalk,10,10,5,No,[‘Paper'],['Oven'],64,5
no,large,pescatarian,7,coal,gasoline,10,5,6,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",124,6528
no,large,vegan,7,gas,bikewalk,5,5,7,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",32,48
yes,small,pescatarian,3,gas,bikewalk,10,5,1,Yes,"['Plastic', 'Metal']",['Oven'],-13,44
no,small,omnivore,7,electricity,gasoline,10,5,5,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",110,7782
yes,large,pescatarian,7,gas,gasoline,10,5,6,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",94,6172
no,large,pescatarian,3,gas,bikewalk,10,5,2,Yes,"['Paper', 'Glass']",['Oven'],-1,66
yes,large,omnivore,7,gas,gasoline,10,5,3,No,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",100,8414
no,large,vegan,7,electricity,public,10,5,2,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",26,613
no,small,omnivore,3,coal,bikewalk,10,5,1,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",5,75
